10001317313,50.9230219,-1.3738525,Cobden Avenue,Flats 1-6, 27,Flats 1-6  27  Cobden Avenue  Bitterne Park  Southampton  England  SO18 1FU  United Kingdom
10001317314,50.9230219,-1.3738525,Cobden Avenue,Flats 1-6, 27,Flats 1-6  27  Cobden Avenue  Bitterne Park  Southampton  England  SO18 1FU  United Kingdom
10001317315,50.9230219,-1.3738525,Cobden Avenue,Flats 1-6, 27,Flats 1-6  27  Cobden Avenue  Bitterne Park  Southampton  England  SO18 1FU  United Kingdom
10001317316,50.9230219,-1.3738525,Cobden Avenue,Flats 1-6, 27,Flats 1-6  27  Cobden Avenue  Bitterne Park  Southampton  England  SO18 1FU  United Kingdom
10001317317,50.9230219,-1.3738525,Cobden Avenue,Flats 1-6, 27,Flats 1-6  27  Cobden Avenue  Bitterne Park  Southampton  England  SO18 1FU  United Kingdom
10001317319,50.9234952,-1.3715697,Lacon Close,21,21  Lacon Close  Bitterne Park  Southampton  England  SO18 1JA  United Kingdom
10001317320,50.923567,-1.3715403,Lacon Close,21A,21A  Lacon Close  Bitterne Park  Southampton  England  SO18 1JA  United Kingdom
10001317321,50.92363,-1.3715394,Lacon Close,22,22  Lacon Close  Bitterne Park  Southampton  England  SO18 1JA  United Kingdom
10001317322,50.923702,-1.3715527,Lacon Close,23,23  Lacon Close  Bitterne Park  Southampton  England  SO18 1JA  United Kingdom
10001317366,50.9234116,-1.3740216,Thorold Road,null,Church of the Ascension  Thorold Road  Bitterne Park  Southampton  England  SO18 1HZ  United Kingdom
10001317499,50.9308432,-1.3737322,Oaktree Road,113,113  Oaktree Road  Bitterne Park  Southampton  England  SO18 1PJ  United Kingdom
10001317863,50.9249666,-1.3759464,Manor Farm Road,28,Nails 28  28  Manor Farm Road  Bitterne Park  Southampton  England  SO18 1NP  United Kingdom
10001317864,50.9249666,-1.3759464,Manor Farm Road,28,Nails 28  28  Manor Farm Road  Bitterne Park  Southampton  England  SO18 1NP  United Kingdom
10001317981,50.9274356,-1.3752018,Ash Tree Road,17,17  Ash Tree Road  Bitterne Park  Southampton  England  SO18 1LY  United Kingdom
10001317982,50.9274356,-1.3752018,Ash Tree Road,17,17  Ash Tree Road  Bitterne Park  Southampton  England  SO18 1LY  United Kingdom
10001318018,50.9250295,-1.3742808,Bond Road,null,NoteMachine  Bond Road  Bitterne Park  Southampton  England  SO18 1LP  United Kingdom
10001318116,50.9287148,-1.3773048,Manor Farm Road,null,Bitterne Park Primary School  Manor Farm Road  Bitterne Park  Southampton  England  SO18 1NX  United Kingdom
10001318154,50.9288731,-1.3749691,Oaktree Road,null,Bitterne Park Baptist Church  Oaktree Road  Bitterne Park  Southampton  England  SO18 1PJ  United Kingdom
10001318337,50.9220386,-1.37258,Cobden Avenue,46,Swan Court  46  Cobden Avenue  Bitterne Park  Southampton  England  SO18 1FW  United Kingdom
